age,annual_income,credit_score,loan_amount,loan_term_months,interest_rate,debt_to_income,employment_length_years,num_open_accounts,num_late_payments_2yrs,home_ownership,purpose,default
25,52400.0,559.0,19600.0,48,11.1,23.7,1.2,6,1,MORTGAGE,debt_consolidation,0
32,54400.0,635.0,35000.0,24,8.6,39.6,1.8,3,0,RENT,major_purchase,1
43,71400.0,629.0,13900.0,36,13.84,9.5,6.5,8,2,OWN,medical,0
23,31900.0,618.0,10600.0,60,10.02,23.2,1.1,6,2,OWN,other,1
27,74700.0,651.0,14600.0,36,12.01,41.8,0.5,10,1,RENT,credit_card,0
30,86300.0,538.0,13200.0,36,11.07,21.4,3.2,12,1,MORTGAGE,other,0
35,43800.0,675.0,16600.0,36,11.97,40.2,2.9,9,1,RENT,other,1
22,124000.0,589.0,21300.0,60,9.33,18.8,1.3,12,0,Mortgage,credit_card,0
57,78700.0,709.0,6800.0,24,10.69,24.7,4.5,4,0,MORTGAGE,major_purchase,0
59,51300.0,611.0,22100.0,24,10.26,29.5,0.6,9,1,RENT,medical,0
40,35400.0,604.0,6300.0,36,9.23,23.1,0.7,3,1,RENT,debt_consolidation,0
43,37300.0,695.0,9300.0,24,12.64,38.7,7.7,3,0,RENT,debt_consolidation,0
26,,732.0,7400.0,36,10.33,23.7,7.4,5,0,MORTGAGE,credit_card,0
59,,,15600.0,48,12.18,0.0,2.1,4,0,RENT,debt_consolidation,0
56,118700.0,638.0,9200.0,36,12.12,10.1,3.4,8,1,RENT,debt_consolidation,0
45,46200.0,551.0,17300.0,48,11.69,24.7,1.0,3,0,MORTGAGE,debt_consolidation,1
59,56500.0,526.0,12900.0,60,14.05,12.5,1.2,6,2,MORTGAGE,debt_consolidation,1
58,68000.0,,21000.0,24,9.47,29.8,1.4,6,0,MORTGAGE,credit_card,0
25,121000.0,588.0,17800.0,48,14.17,35.6,3.1,5,0,RENT,credit_card,0
69,68800.0,813.0,14500.0,24,6.64,28.1,11.9,10,0,MORTGAGE,small_business,0
53,77400.0,604.0,13500.0,48,12.4,28.7,4.2,12,0,Mortgage,debt_consolidation,1
45,46900.0,677.0,9000.0,48,9.22,28.3,9.0,7,0,MORTGAGE,debt_consolidation,0
62,41800.0,585.0,14900.0,36,7.83,43.2,3.5,9,3,rent,major_purchase,0
26,44000.0,628.0,6200.0,36,10.97,16.4,6.4,3,1,RENT,debt_consolidation,0
54,40500.0,666.0,27400.0,36,11.57,34.3,0.1,4,1,rent,debt_consolidation,1
57,51200.0,570.0,8100.0,48,10.35,24.7,14.6,4,2,RENT,debt_consolidation,0
35,33400.0,617.0,8100.0,48,11.15,37.2,3.4,9,1,RENT,credit_card,0
53,33400.0,653.0,25300.0,60,8.43,27.0,0.3,6,1,MORTGAGE,debt_consolidation,0
59,31700.0,699.0,15000.0,36,7.52,22.0,1.0,6,0,MORTGAGE,credit_card,0
63,64200.0,801.0,17800.0,24,5.19,37.5,5.0,8,1,Mortgage,home_improvement,0
61,57600.0,748.0,10500.0,24,4.89,20.7,0.6,9,0,MORTGAGE,debt_consolidation,0
49,51100.0,697.0,22700.0,36,12.29,31.5,2.5,8,1,OWN,credit_card,0
29,51700.0,616.0,12100.0,36,8.97,46.3,0.5,8,1,RENT,debt_consolidation,0
44,37500.0,671.0,10700.0,36,9.1,14.0,0.2,10,0,RENT,major_purchase,1
27,58500.0,639.0,25900.0,48,12.02,47.3,0.5,3,3,MORTGAGE,debt_consolidation,1
30,33900.0,607.0,23900.0,48,12.86,11.8,8.6,12,2,OWN,major_purchase,0
66,75900.0,659.0,16500.0,36,12.16,32.2,3.2,5,3,rent,credit_card,0
67,21700.0,633.0,12400.0,48,12.23,38.5,8.2,4,0,MORTGAGE,debt_consolidation,0
32,84100.0,692.0,42000.0,36,12.19,23.7,0.9,4,1,RENT,medical,0
39,86000.0,668.0,24600.0,36,9.15,19.6,11.3,6,1,OWN,credit_card,0
34,29100.0,695.0,58600.0,48,9.41,22.0,0.1,8,1,RENT,major_purchase,0
30,106000.0,697.0,19900.0,48,7.57,25.3,0.9,6,0,Mortgage,home_improvement,0
38,39200.0,681.0,6000.0,48,5.85,45.9,11.0,6,0,RENT,credit_card,0
24,,604.0,28300.0,36,13.03,14.4,1.8,1,1,RENT,debt_consolidation,0
41,61800.0,663.0,18300.0,36,7.74,22.1,11.7,5,0,MORTGAGE,credit_card,0
60,68500.0,649.0,9200.0,24,6.88,26.2,3.3,7,3,MORTGAGE,debt_consolidation,0
51,,674.0,17200.0,36,11.59,23.1,1.9,6,0,MORTGAGE,debt_consolidation,0
57,29300.0,669.0,31900.0,60,11.49,27.0,2.8,5,1,MORTGAGE,major_purchase,0
24,18800.0,664.0,20000.0,60,12.88,8.8,2.8,4,1,MORTGAGE,debt_consolidation,0
50,58200.0,603.0,16900.0,24,9.63,13.6,3.2,6,1,OWN,debt_consolidation,0
44,71200.0,634.0,8300.0,12,12.6,23.6,5.5,3,1,rent,home_improvement,0
35,49800.0,672.0,8900.0,12,11.57,27.8,1.3,3,1,RENT,medical,0
30,32500.0,672.0,54000.0,60,7.97,21.8,0.1,9,1,RENT,credit_card,0
42,52500.0,713.0,2500.0,48,8.04,32.0,9.7,4,0,MORTGAGE,medical,0
64,461700.0,634.0,17000.0,24,8.42,12.2,0.1,7,3,rent,home_improvement,0
43,33100.0,528.0,9000.0,36,12.92,30.9,2.8,6,2,OWN,debt_consolidation,0
59,72400.0,633.0,8800.0,48,9.59,41.5,15.7,3,1,Mortgage,small_business,0
42,24300.0,740.0,15200.0,36,6.99,7.1,6.0,10,1,rent,credit_card,0
48,55000.0,561.0,26600.0,24,13.19,14.3,0.6,4,0,MORTGAGE,medical,0
38,31200.0,591.0,11500.0,36,10.02,22.4,,3,1,RENT,credit_card,0
63,56300.0,533.0,21400.0,36,13.06,27.6,3.9,4,1,RENT,debt_consolidation,1
25,29700.0,558.0,14200.0,36,9.99,21.6,3.4,3,1,RENT,major_purchase,0
60,23100.0,622.0,35000.0,48,6.72,14.0,2.5,8,2,Mortgage,home_improvement,1
30,40400.0,780.0,18800.0,24,8.53,30.8,1.5,6,1,RENT,credit_card,0
51,107400.0,673.0,8900.0,84,8.53,27.3,5.6,6,1,MORTGAGE,major_purchase,0
27,44100.0,698.0,17200.0,48,8.08,16.7,0.2,9,0,MORTGAGE,debt_consolidation,0
29,57700.0,725.0,6200.0,84,8.29,20.2,0.4,4,0,MORTGAGE,debt_consolidation,0
34,54300.0,682.0,19500.0,84,6.84,27.5,0.6,7,1,MORTGAGE,credit_card,0
22,36700.0,649.0,22100.0,12,9.08,22.5,6.1,7,1,rent,home_improvement,0
56,87900.0,765.0,27100.0,36,4.96,24.9,1.7,7,0,RENT,small_business,0
38,32200.0,637.0,18000.0,48,11.48,22.9,14.0,6,2,MORTGAGE,medical,0
68,44900.0,633.0,4100.0,60,10.79,33.7,0.8,12,0,MORTGAGE,debt_consolidation,0
64,38400.0,490.0,4800.0,24,14.04,44.9,2.9,6,1,MORTGAGE,credit_card,0
66,18200.0,707.0,12200.0,24,7.92,30.4,0.5,8,1,MORTGAGE,other,0
40,30000.0,664.0,22000.0,12,9.88,26.3,2.9,5,0,OWN,small_business,0
48,49300.0,683.0,22600.0,48,8.37,31.5,14.7,3,0,rent,debt_consolidation,0
29,61200.0,552.0,5100.0,48,13.93,32.4,13.0,9,2,OWN,debt_consolidation,1
48,41800.0,583.0,27100.0,36,10.54,20.7,10.6,12,2,MORTGAGE,debt_consolidation,1
57,50100.0,694.0,16400.0,36,8.06,43.7,10.3,4,1,OWN,debt_consolidation,1
25,100000.0,729.0,13700.0,60,7.7,50.7,0.6,4,1,MORTGAGE,medical,0
46,46000.0,599.0,10400.0,36,15.0,38.9,1.2,9,0,MORTGAGE,credit_card,1
61,60300.0,742.0,9800.0,36,8.55,50.3,0.5,12,0,MORTGAGE,major_purchase,0
36,48600.0,607.0,24100.0,60,10.54,28.3,2.6,8,2,RENT,medical,1
67,32000.0,683.0,35800.0,36,10.2,38.4,1.5,3,0,MORTGAGE,credit_card,0
32,69400.0,675.0,8200.0,48,7.67,21.7,9.2,2,1,OWN,debt_consolidation,0
33,63000.0,579.0,17600.0,24,14.8,53.4,18.4,3,0,RENT,debt_consolidation,1
63,40700.0,760.0,30800.0,84,10.53,12.0,0.6,4,1,MORTGAGE,credit_card,0
34,75500.0,621.0,26100.0,36,11.08,27.5,5.7,7,0,MORTGAGE,debt_consolidation,0
41,44000.0,530.0,11700.0,24,14.09,,0.6,6,3,MORTGAGE,other,1
25,33100.0,599.0,12800.0,48,13.63,16.7,1.5,2,1,rent,debt_consolidation,0
27,60500.0,691.0,16200.0,12,6.14,20.0,24.2,1,1,Mortgage,credit_card,0
34,70900.0,715.0,25600.0,60,8.42,38.8,,8,0,rent,debt_consolidation,0
46,54800.0,751.0,29900.0,48,6.54,26.8,2.1,6,0,OWN,other,0
34,75100.0,644.0,16900.0,36,12.39,5.0,1.9,4,0,MORTGAGE,medical,0
49,30400.0,481.0,4500.0,36,12.47,31.4,1.1,8,2,MORTGAGE,credit_card,1
48,40400.0,569.0,12600.0,48,13.06,14.6,9.4,7,2,MORTGAGE,debt_consolidation,0
40,43500.0,828.0,16800.0,36,8.46,30.3,3.2,3,0,MORTGAGE,debt_consolidation,0
27,47000.0,613.0,24800.0,24,12.34,18.8,1.5,7,2,RENT,credit_card,0
69,53700.0,552.0,16100.0,60,14.29,29.5,0.2,4,1,MORTGAGE,credit_card,1
41,53100.0,791.0,12900.0,36,12.26,,14.8,5,0,MORTGAGE,debt_consolidation,0
35,82100.0,581.0,8800.0,48,12.47,33.8,0.7,5,0,RENT,medical,0
23,31700.0,609.0,15900.0,36,9.81,28.7,2.2,1,2,RENT,major_purchase,0
47,62700.0,743.0,8300.0,36,6.89,26.3,1.1,6,2,OWN,home_improvement,0
26,41200.0,763.0,3600.0,36,7.96,22.0,,2,1,MORTGAGE,credit_card,0
37,50500.0,744.0,6600.0,36,9.14,32.3,1.7,11,1,RENT,debt_consolidation,0
26,76400.0,628.0,16000.0,36,9.3,41.4,0.3,4,1,RENT,credit_card,0
24,16700.0,746.0,15300.0,48,9.12,44.4,5.1,5,0,RENT,debt_consolidation,0
52,119100.0,618.0,22300.0,36,12.91,31.0,0.9,4,3,rent,other,0
39,53600.0,686.0,16000.0,24,9.49,6.1,7.3,6,0,MORTGAGE,major_purchase,0
36,64600.0,513.0,17700.0,60,10.31,25.1,2.2,2,1,MORTGAGE,debt_consolidation,0
22,103800.0,682.0,4400.0,60,9.78,25.1,4.5,6,0,MORTGAGE,debt_consolidation,0
33,86800.0,646.0,18800.0,84,9.35,9.8,7.5,4,0,RENT,other,0
62,57300.0,485.0,15900.0,48,14.47,38.9,0.9,2,3,RENT,major_purchase,0
58,199300.0,717.0,14200.0,60,8.91,6.3,21.1,7,1,MORTGAGE,home_improvement,0
62,39800.0,688.0,21700.0,36,8.7,39.4,0.0,9,1,OWN,major_purchase,0
55,63900.0,642.0,12000.0,36,12.56,19.6,0.6,8,1,RENT,debt_consolidation,0
30,47200.0,675.0,13300.0,36,11.7,9.6,3.1,5,3,OWN,debt_consolidation,0
69,18300.0,529.0,9200.0,36,12.18,17.5,8.3,9,2,RENT,major_purchase,0
33,17300.0,800.0,20800.0,48,8.76,34.5,6.1,4,0,MORTGAGE,major_purchase,0
25,15000.0,719.0,15600.0,48,6.38,39.1,4.3,5,0,OWN,credit_card,0
61,58900.0,643.0,28600.0,48,9.61,18.6,1.4,6,0,MORTGAGE,debt_consolidation,0
33,119600.0,653.0,6900.0,36,8.99,18.1,,6,0,OWN,credit_card,0
26,38000.0,603.0,12200.0,36,10.19,61.9,2.7,6,4,RENT,credit_card,1
60,49100.0,645.0,25000.0,60,11.76,28.3,0.9,10,3,MORTGAGE,major_purchase,0
63,41400.0,711.0,26200.0,60,6.71,33.4,0.7,1,0,OWN,major_purchase,0
41,51200.0,641.0,12800.0,36,10.93,15.4,2.8,6,0,RENT,other,0
59,59600.0,773.0,12700.0,48,11.02,26.5,4.1,6,1,RENT,credit_card,0
50,87100.0,757.0,16700.0,36,6.32,0.0,3.9,7,1,OWN,debt_consolidation,0
35,21200.0,739.0,13400.0,48,7.88,31.1,10.6,5,0,OWN,home_improvement,0
67,41200.0,707.0,20100.0,36,7.77,51.1,4.2,5,1,MORTGAGE,debt_consolidation,0
58,30500.0,733.0,24200.0,24,6.21,20.1,2.2,5,0,MORTGAGE,home_improvement,0
23,39800.0,629.0,8400.0,36,10.09,39.5,0.3,5,2,rent,credit_card,1
23,42200.0,548.0,15300.0,36,12.63,46.9,0.4,6,1,RENT,home_improvement,1
48,,753.0,11200.0,12,7.61,,,4,1,MORTGAGE,debt_consolidation,0
68,49300.0,758.0,28100.0,36,8.65,18.8,0.2,4,0,RENT,home_improvement,0
57,16800.0,598.0,3700.0,36,11.77,44.0,4.4,9,1,MORTGAGE,debt_consolidation,0
48,36100.0,490.0,12300.0,36,14.05,22.8,22.2,4,0,MORTGAGE,major_purchase,0
69,33900.0,722.0,25600.0,36,7.52,22.3,2.5,5,1,MORTGAGE,major_purchase,0
32,33900.0,608.0,10500.0,60,11.45,11.8,9.8,4,1,MORTGAGE,small_business,0
57,24300.0,708.0,10400.0,48,9.46,36.2,2.5,4,0,MORTGAGE,major_purchase,0
41,48400.0,566.0,7700.0,24,12.71,53.9,10.5,5,1,OWN,credit_card,0
51,32600.0,665.0,40900.0,36,11.69,12.3,10.5,4,1,RENT,other,0
58,93000.0,563.0,20900.0,36,16.71,26.7,,8,0,MORTGAGE,other,0
69,147400.0,661.0,36400.0,24,9.07,13.8,,10,0,OWN,debt_consolidation,0
47,68400.0,489.0,8300.0,36,15.44,32.6,6.3,7,4,OWN,credit_card,1
25,35400.0,705.0,18500.0,36,10.72,48.5,1.7,3,0,Mortgage,debt_consolidation,0
23,62200.0,678.0,14400.0,48,12.66,13.9,2.0,9,1,RENT,credit_card,0
46,66500.0,715.0,25400.0,48,10.78,36.3,0.5,6,2,RENT,major_purchase,0
65,70300.0,595.0,13100.0,36,9.83,23.9,3.0,4,2,MORTGAGE,small_business,1
48,59200.0,680.0,12200.0,60,5.18,18.0,4.3,3,1,rent,credit_card,0
50,52100.0,684.0,24400.0,60,9.38,34.8,4.0,4,2,MORTGAGE,other,0
54,52700.0,617.0,15300.0,24,13.03,36.5,1.3,5,2,RENT,home_improvement,1
68,39000.0,502.0,17900.0,36,12.71,33.7,10.3,5,3,MORTGAGE,credit_card,1
49,63000.0,566.0,17700.0,12,13.57,21.2,,4,1,MORTGAGE,credit_card,0
56,33200.0,700.0,14500.0,48,9.51,31.1,0.2,7,2,RENT,home_improvement,0
31,39800.0,624.0,7300.0,36,10.09,32.6,1.8,4,1,rent,medical,0
34,45400.0,721.0,7700.0,48,6.22,20.8,2.9,15,0,Mortgage,credit_card,0
22,47700.0,822.0,34500.0,36,6.45,30.7,0.8,1,1,MORTGAGE,other,0
40,36900.0,692.0,15900.0,60,8.41,19.7,2.7,7,1,rent,home_improvement,1
66,79700.0,716.0,4600.0,60,7.68,20.7,1.2,6,1,MORTGAGE,major_purchase,0
31,26300.0,706.0,46100.0,36,11.91,31.5,2.9,6,2,rent,debt_consolidation,1
69,55900.0,655.0,13400.0,12,12.93,38.2,1.6,2,1,RENT,credit_card,0
46,65000.0,646.0,20700.0,84,10.75,19.4,4.7,9,1,OWN,medical,0
54,58400.0,733.0,15600.0,36,10.45,13.1,5.7,6,0,RENT,credit_card,0
26,63900.0,714.0,31700.0,36,7.95,11.4,3.2,4,1,rent,debt_consolidation,0
46,76700.0,804.0,5200.0,36,10.35,8.2,5.8,4,1,MORTGAGE,other,0
53,33400.0,567.0,12400.0,60,14.49,26.6,1.8,5,2,RENT,debt_consolidation,0
57,97200.0,652.0,6100.0,36,10.55,3.5,0.7,5,2,MORTGAGE,other,0
28,56600.0,577.0,25600.0,36,12.68,31.0,2.5,7,1,OWN,medical,0
32,47600.0,729.0,9000.0,60,9.22,,2.8,4,1,MORTGAGE,home_improvement,0
55,47500.0,730.0,21100.0,48,10.22,34.4,8.8,4,0,MORTGAGE,debt_consolidation,0
57,39000.0,666.0,32300.0,48,11.3,31.4,5.9,5,3,RENT,home_improvement,0
52,104000.0,542.0,16400.0,36,11.86,25.9,3.8,2,0,MORTGAGE,credit_card,0
51,,739.0,44900.0,36,12.07,21.9,2.4,3,2,MORTGAGE,other,0
69,73400.0,665.0,21200.0,48,6.33,17.4,2.0,6,1,OWN,other,0
49,29900.0,668.0,9800.0,84,11.28,1.0,3.0,8,2,MORTGAGE,debt_consolidation,0
43,31100.0,644.0,8600.0,36,9.0,39.3,5.2,5,1,RENT,other,0
54,37300.0,606.0,18300.0,36,12.15,10.6,0.4,7,1,MORTGAGE,small_business,0
42,30100.0,609.0,19600.0,24,8.49,45.7,1.8,8,2,MORTGAGE,debt_consolidation,1
30,28800.0,602.0,21100.0,24,9.72,35.1,12.1,5,0,RENT,credit_card,0
28,,752.0,13800.0,12,9.87,29.4,4.2,4,1,RENT,small_business,0
32,53300.0,512.0,6100.0,60,12.49,52.6,1.0,6,2,RENT,home_improvement,1
53,40600.0,632.0,36700.0,84,7.07,47.9,2.9,5,0,RENT,home_improvement,0
68,28400.0,537.0,14700.0,48,12.24,42.6,0.2,4,3,RENT,debt_consolidation,1
63,51700.0,684.0,21000.0,60,9.59,9.8,0.1,7,1,RENT,home_improvement,0
39,51100.0,691.0,28600.0,60,10.81,27.9,3.5,10,1,RENT,credit_card,0
32,30200.0,625.0,33600.0,48,13.88,37.1,0.1,6,1,OWN,credit_card,0
67,46600.0,607.0,24200.0,48,11.0,40.1,13.1,5,0,OWN,credit_card,0
37,34100.0,719.0,18400.0,36,9.88,44.7,2.8,9,0,MORTGAGE,credit_card,0
36,58600.0,545.0,13600.0,12,14.17,34.5,5.3,7,0,rent,major_purchase,0
28,59400.0,764.0,27200.0,48,12.88,13.0,0.6,14,1,RENT,home_improvement,0
58,26600.0,755.0,8500.0,24,10.42,17.6,0.5,1,0,rent,major_purchase,0
46,50200.0,701.0,8100.0,24,8.26,36.3,,9,0,RENT,credit_card,0
35,51700.0,747.0,17400.0,84,6.34,29.5,5.2,7,0,MORTGAGE,debt_consolidation,0
23,17100.0,822.0,7000.0,60,5.39,29.4,13.3,2,0,RENT,small_business,0
27,30000.0,663.0,10800.0,36,12.76,32.5,3.1,4,2,rent,medical,1
25,,735.0,12900.0,24,8.94,10.8,1.3,8,0,RENT,debt_consolidation,0
34,58100.0,661.0,17200.0,36,10.92,24.2,9.3,9,1,RENT,debt_consolidation,0
58,50000.0,692.0,6100.0,12,11.41,29.4,10.6,7,0,Mortgage,home_improvement,0
25,48100.0,583.0,13100.0,36,11.05,7.0,19.9,7,4,OWN,other,0
55,22100.0,625.0,13700.0,60,12.76,31.6,3.0,2,0,RENT,debt_consolidation,0
26,52800.0,561.0,15800.0,48,14.01,38.1,7.4,7,0,OWN,credit_card,1
65,40000.0,673.0,10600.0,60,9.57,35.1,1.2,9,0,RENT,credit_card,0
34,,574.0,14800.0,12,12.78,32.8,9.5,8,1,rent,debt_consolidation,1
23,15000.0,581.0,23000.0,36,12.49,32.1,4.4,5,1,RENT,home_improvement,0
51,45400.0,700.0,12100.0,36,6.24,28.4,1.5,5,1,RENT,home_improvement,0
33,65400.0,,26200.0,60,7.86,27.0,5.9,8,0,rent,major_purchase,0
0,29400.0,557.0,10900.0,48,12.83,38.7,5.6,5,3,RENT,debt_consolidation,1
69,59500.0,684.0,13200.0,60,12.97,18.4,0.8,6,1,rent,credit_card,0
65,97100.0,679.0,13100.0,60,8.68,30.8,2.0,9,0,MORTGAGE,major_purchase,0
56,46900.0,646.0,17900.0,36,9.85,20.1,10.5,6,0,rent,home_improvement,0
24,59700.0,652.0,13500.0,48,8.35,14.7,,10,1,MORTGAGE,medical,0
52,47900.0,752.0,17400.0,36,5.61,18.1,12.5,6,0,MORTGAGE,credit_card,0
29,24500.0,577.0,11300.0,24,11.02,56.5,6.0,4,1,Mortgage,credit_card,1
58,51800.0,604.0,5900.0,48,13.11,14.5,2.1,5,2,Mortgage,home_improvement,0
69,30900.0,612.0,10300.0,36,11.15,33.1,3.6,3,0,Mortgage,debt_consolidation,0
23,66400.0,596.0,13100.0,36,9.42,5.8,2.3,7,2,MORTGAGE,credit_card,0
32,76600.0,670.0,16000.0,12,10.42,,0.4,2,1,rent,credit_card,0
47,54600.0,607.0,16100.0,36,14.59,11.5,3.9,2,1,RENT,debt_consolidation,0
62,42200.0,611.0,20000.0,60,10.4,29.8,7.4,4,1,Mortgage,home_improvement,0
59,48800.0,747.0,49300.0,48,9.37,32.2,0.4,10,0,MORTGAGE,home_improvement,0
30,38800.0,677.0,18600.0,48,13.42,24.9,0.4,5,0,rent,major_purchase,1
55,42300.0,549.0,4000.0,60,13.73,18.2,0.3,7,2,RENT,credit_card,0
36,56700.0,801.0,21300.0,60,7.72,46.7,12.3,7,0,RENT,debt_consolidation,0
52,72300.0,655.0,10700.0,48,10.84,25.2,2.5,4,0,RENT,other,0
55,42600.0,618.0,19000.0,36,12.31,12.8,12.4,6,0,OWN,debt_consolidation,0
40,83400.0,693.0,13500.0,24,8.14,,5.2,4,1,RENT,credit_card,0
55,34700.0,655.0,17200.0,84,12.23,42.4,3.6,4,0,OWN,home_improvement,0
47,62500.0,540.0,31800.0,60,11.75,56.3,,6,1,rent,home_improvement,0
62,114300.0,591.0,12700.0,24,10.99,5.9,0.4,4,2,rent,debt_consolidation,0
61,55700.0,725.0,15500.0,36,8.48,32.9,5.0,10,0,rent,credit_card,0
54,47800.0,672.0,24600.0,36,8.17,28.8,2.6,5,1,RENT,major_purchase,0
22,41100.0,671.0,5500.0,36,9.38,42.9,2.6,7,1,MORTGAGE,debt_consolidation,1
69,66700.0,690.0,10700.0,36,9.05,26.0,3.6,9,1,Mortgage,other,0
43,58000.0,,15100.0,36,10.87,27.3,6.7,5,1,OWN,credit_card,0
56,54900.0,628.0,11400.0,36,14.46,40.6,3.5,2,1,MORTGAGE,debt_consolidation,0
63,40600.0,748.0,18800.0,12,10.71,30.5,3.7,9,1,RENT,home_improvement,0
42,43400.0,744.0,10400.0,24,9.28,27.9,0.6,5,2,RENT,debt_consolidation,0
47,67100.0,598.0,19700.0,60,11.15,22.4,5.9,1,3,RENT,medical,1
48,45100.0,764.0,12700.0,60,9.05,38.9,0.7,6,2,MORTGAGE,debt_consolidation,1
40,38900.0,798.0,11100.0,36,7.54,49.9,1.6,5,0,RENT,home_improvement,0
58,29900.0,636.0,11000.0,36,11.39,25.0,3.7,7,1,RENT,home_improvement,0
43,42900.0,559.0,12100.0,60,8.26,24.5,6.4,6,0,rent,home_improvement,0
24,50800.0,628.0,25800.0,48,12.61,51.7,8.8,6,0,OWN,major_purchase,0
69,35700.0,686.0,10200.0,36,8.58,50.7,13.1,7,0,MORTGAGE,home_improvement,0
37,38700.0,758.0,8600.0,36,9.14,26.2,3.9,6,0,MORTGAGE,debt_consolidation,0
61,34600.0,660.0,12600.0,60,13.47,32.5,5.4,9,1,OWN,credit_card,1
51,25100.0,699.0,25400.0,36,10.59,35.2,14.4,7,1,OWN,debt_consolidation,0
31,63400.0,642.0,24300.0,36,12.53,38.8,11.3,2,1,MORTGAGE,home_improvement,1
35,62000.0,523.0,48800.0,36,10.93,30.7,4.0,5,1,rent,debt_consolidation,0
24,74100.0,639.0,23000.0,48,11.05,15.7,1.5,4,1,RENT,medical,1
65,51100.0,754.0,6000.0,48,10.02,3.7,2.1,7,0,RENT,major_purchase,0
52,97700.0,618.0,24600.0,60,9.09,4.3,2.5,6,1,MORTGAGE,home_improvement,0
42,46900.0,631.0,12100.0,36,13.26,33.6,5.5,4,2,RENT,debt_consolidation,0
66,66000.0,679.0,13800.0,60,7.44,35.2,15.9,7,1,MORTGAGE,debt_consolidation,1
37,40500.0,724.0,9100.0,60,7.51,29.9,9.7,6,0,RENT,major_purchase,0
40,91200.0,624.0,11600.0,36,10.08,20.4,3.3,6,2,MORTGAGE,credit_card,0
42,43100.0,737.0,25100.0,48,7.59,32.1,7.6,8,1,RENT,debt_consolidation,0
45,43200.0,647.0,10300.0,36,11.39,20.9,0.6,4,0,rent,other,1
53,47400.0,624.0,11600.0,36,12.43,13.9,7.8,9,0,OWN,credit_card,0
25,44100.0,818.0,21500.0,84,7.29,7.4,0.5,6,0,MORTGAGE,credit_card,0
53,62100.0,666.0,7700.0,12,5.95,11.5,,4,1,RENT,credit_card,0
25,34800.0,511.0,6900.0,84,10.83,47.6,2.3,4,0,MORTGAGE,home_improvement,0
53,114400.0,612.0,19900.0,48,14.08,27.8,1.5,5,1,RENT,major_purchase,0
41,68300.0,659.0,34200.0,36,10.8,25.5,0.7,7,1,MORTGAGE,small_business,0
26,34300.0,545.0,24400.0,60,12.8,32.9,0.8,2,2,OWN,debt_consolidation,0
66,31000.0,807.0,11600.0,24,6.44,37.7,6.6,9,0,RENT,debt_consolidation,0
55,25600.0,762.0,13900.0,36,6.12,34.7,4.1,7,0,MORTGAGE,debt_consolidation,0
54,62500.0,639.0,7900.0,84,11.97,51.3,10.4,6,0,MORTGAGE,credit_card,0
65,84300.0,643.0,39100.0,36,8.87,10.2,0.1,5,1,OWN,credit_card,1
42,87600.0,586.0,17400.0,36,13.12,14.4,0.0,4,2,RENT,major_purchase,0
36,38100.0,621.0,21200.0,24,10.1,,,11,0,rent,small_business,0
55,36300.0,561.0,18200.0,60,10.13,35.1,9.4,6,1,OWN,credit_card,0
69,58400.0,725.0,14500.0,36,7.6,,2.6,4,0,RENT,major_purchase,0
25,35300.0,617.0,9700.0,36,10.95,44.2,8.5,10,1,rent,medical,0
32,63700.0,629.0,14800.0,36,11.75,10.7,2.7,4,3,MORTGAGE,debt_consolidation,0
65,43200.0,368.0,25800.0,60,16.97,22.9,6.2,9,4,MORTGAGE,small_business,1
59,59100.0,712.0,15400.0,36,8.14,32.4,5.4,9,2,MORTGAGE,major_purchase,0
54,38400.0,653.0,11900.0,36,10.81,38.1,2.3,5,1,rent,other,1
22,146100.0,653.0,31000.0,12,9.31,20.2,1.0,4,1,OWN,major_purchase,0
58,30100.0,628.0,17400.0,84,10.56,36.6,1.2,8,0,RENT,major_purchase,1
67,63000.0,628.0,11500.0,60,8.71,33.5,4.2,3,0,OWN,major_purchase,0
50,27000.0,565.0,27900.0,36,14.27,30.9,1.2,13,2,RENT,credit_card,1
27,35400.0,649.0,12400.0,60,12.89,,1.0,9,0,MORTGAGE,home_improvement,1
53,46200.0,641.0,12200.0,24,8.28,25.5,0.1,8,1,OWN,debt_consolidation,0
55,45900.0,698.0,28500.0,12,7.84,22.3,7.1,4,1,RENT,major_purchase,0
54,47600.0,536.0,11700.0,36,13.33,21.3,4.3,5,0,MORTGAGE,other,0
53,22500.0,709.0,18100.0,48,9.01,59.2,1.6,9,0,OWN,credit_card,0
66,55400.0,680.0,16000.0,60,9.9,50.5,3.2,11,0,rent,home_improvement,0
68,57900.0,578.0,38500.0,60,15.6,20.2,0.2,3,1,MORTGAGE,credit_card,0
45,48100.0,,19700.0,48,8.56,58.3,2.5,6,0,MORTGAGE,major_purchase,0
42,69700.0,691.0,12500.0,48,7.42,21.0,3.2,8,1,rent,major_purchase,0
30,43400.0,678.0,22600.0,24,6.92,11.9,3.1,8,0,RENT,other,0
60,53800.0,495.0,6300.0,60,12.52,36.9,11.5,6,3,OWN,other,0
25,54400.0,565.0,13200.0,36,14.68,35.0,7.3,4,0,RENT,debt_consolidation,0
34,51800.0,707.0,14400.0,36,8.6,29.9,2.0,9,2,RENT,home_improvement,0
42,73200.0,588.0,14700.0,36,10.34,17.7,0.0,8,1,MORTGAGE,debt_consolidation,0
56,108600.0,681.0,16000.0,48,8.61,25.6,1.7,5,0,MORTGAGE,credit_card,0
